returned;Order ID;row_id;order_id;order_date;ship_date;ship_mode;customer_id;customer_name;segment;country;city;state;postal_code;region;product_id;category;subcategory;product_name;sales;quantity;discount;profit;person;region_1
Yes    ;CA-2016-110786;4040;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-MA-10003183;Technology     ;Machines   ;DYMO CardScan Personal V9 Business Card Scanner                                                                                ;767,952;6;0,2;287.982;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4041;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-BI-10003305;Office Supplies;Binders    ;Avery Hanging File Binders                                                                                                     ;14,352;3;0,2;4.6644;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4042;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-PH-10001425;Technology     ;Phones     ;Mophie Juice Pack Helium for iPhone                                                                                            ;191,976;3;0,2;19.1976;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4043;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-LA-10001474;Office Supplies;Labels     ;Avery 477                                                                                                                      ;274,77;9;0,0;126.3942;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4044;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000672;Furniture      ;Furnishings;"Executive Impressions 10"" Spectator Wall Clock                                                                                 ";70,56;6;0,0;23.9904;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4038;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000550;Furniture      ;Furnishings;Stacking Trays by OIC                                                                                                          ;24,9;5;0,0;8.217;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4039;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-PA-10000528;Office Supplies;Paper      ;Xerox 1981                                                                                                                     ;21,12;4;0,0;9.504;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4040;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-MA-10003183;Technology     ;Machines   ;DYMO CardScan Personal V9 Business Card Scanner                                                                                ;767,952;6;0,2;287.982;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4041;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-BI-10003305;Office Supplies;Binders    ;Avery Hanging File Binders                                                                                                     ;14,352;3;0,2;4.6644;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4042;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-PH-10001425;Technology     ;Phones     ;Mophie Juice Pack Helium for iPhone                                                                                            ;191,976;3;0,2;19.1976;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4043;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-LA-10001474;Office Supplies;Labels     ;Avery 477                                                                                                                      ;274,77;9;0,0;126.3942;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4044;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000672;Furniture      ;Furnishings;"Executive Impressions 10"" Spectator Wall Clock                                                                                 ";70,56;6;0,0;23.9904;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4038;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000550;Furniture      ;Furnishings;Stacking Trays by OIC                                                                                                          ;24,9;5;0,0;8.217;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4039;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-PA-10000528;Office Supplies;Paper      ;Xerox 1981                                                                                                                     ;21,12;4;0,0;9.504;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4040;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-MA-10003183;Technology     ;Machines   ;DYMO CardScan Personal V9 Business Card Scanner                                                                                ;767,952;6;0,2;287.982;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4041;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-BI-10003305;Office Supplies;Binders    ;Avery Hanging File Binders                                                                                                     ;14,352;3;0,2;4.6644;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4042;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-PH-10001425;Technology     ;Phones     ;Mophie Juice Pack Helium for iPhone                                                                                            ;191,976;3;0,2;19.1976;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4043;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-LA-10001474;Office Supplies;Labels     ;Avery 477                                                                                                                      ;274,77;9;0,0;126.3942;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4044;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000672;Furniture      ;Furnishings;"Executive Impressions 10"" Spectator Wall Clock                                                                                 ";70,56;6;0,0;23.9904;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4038;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000550;Furniture      ;Furnishings;Stacking Trays by OIC                                                                                                          ;24,9;5;0,0;8.217;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4039;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-PA-10000528;Office Supplies;Paper      ;Xerox 1981                                                                                                                     ;21,12;4;0,0;9.504;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4040;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-MA-10003183;Technology     ;Machines   ;DYMO CardScan Personal V9 Business Card Scanner                                                                                ;767,952;6;0,2;287.982;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4041;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-BI-10003305;Office Supplies;Binders    ;Avery Hanging File Binders                                                                                                     ;14,352;3;0,2;4.6644;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4042;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-PH-10001425;Technology     ;Phones     ;Mophie Juice Pack Helium for iPhone                                                                                            ;191,976;3;0,2;19.1976;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4043;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-LA-10001474;Office Supplies;Labels     ;Avery 477                                                                                                                      ;274,77;9;0,0;126.3942;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4044;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000672;Furniture      ;Furnishings;"Executive Impressions 10"" Spectator Wall Clock                                                                                 ";70,56;6;0,0;23.9904;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4038;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;FUR-FU-10000550;Furniture      ;Furnishings;Stacking Trays by OIC                                                                                                          ;24,9;5;0,0;8.217;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4039;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-PA-10000528;Office Supplies;Paper      ;Xerox 1981                                                                                                                     ;21,12;4;0,0;9.504;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4040;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-MA-10003183;Technology     ;Machines   ;DYMO CardScan Personal V9 Business Card Scanner                                                                                ;767,952;6;0,2;287.982;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4041;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;OFF-BI-10003305;Office Supplies;Binders    ;Avery Hanging File Binders                                                                                                     ;14,352;3;0,2;4.6644;Anna Andreadi    ;West   
Yes    ;CA-2016-110786;4042;CA-2016-110786;2016/12/29 00:00:00.000;2017/01/02 00:00:00.000;Standard Class;AJ-10795;Anthony Johnson       ;Corporate  ;United States;San Francisco    ;California          ;94110;West   ;TEC-PH-10001425;Technology     ;Phones     ;Mophie Juice Pack Helium for iPhone                                                                                            ;191,976;3;0,2;19.1976;Anna Andreadi    ;West   
